256 32896
102 78 0.006
102 79 0.00125
102 80 -0.0039130435
102 81 0.0054545455
102 82 0
102 83 -0.006
102 84 0.0047368421
102 85 -0.0016666667
102 86 -0.0088235294
102 87 0.00375
102 88 -0.004
102 89 0.010714286
102 90 0.0023076923
102 91 -0.0075
102 92 0.010909091
102 93 0
102 94 -0.013333333
102 95 0.01125
102 96 -0.0042857143
102 97 -0.025
102 98 0.012
102 99 -0.015
102 100 0.05
102 101 0.015
102 102 10.75
103 0 -0.00028846154
103 1 -0.0014563107
103 2 0.00058823529
103 3 -0.00059405941
103 4 0.0015
103 5 0.0003030303
103 6 -0.00091836735
103 7 0.0012371134
103 8 0
103 9 -0.0012631579
103 10 0.00095744681
103 11 -0.00032258065
103 12 -0.0016304348
103 13 0.00065934066
103 14 -0.00066666667
103 15 0.0016853933
103 16 0.00034090909
103 17 -0.0010344828
103 18 0.0013953488
103 19 0
103 20 -0.0014285714
103 21 0.0010843373
103 22 -0.00036585366
103 23 -0.0018518519
103 24 0.00075
103 25 -0.00075949367
103 26 0.0019230769
103 27 0.00038961039
103 28 -0.0011842105
103 29 0.0016
103 30 0
103 31 -0.0016438356
103 32 0.00125
103 33 -0.00042253521
103 34 -0.0021428571
103 35 0.00086956522
103 36 -0.00088235294
103 37 0.002238806
103 38 0.00045454545
103 39 -0.0013846154
103 40 0.001875
103 41 0
103 42 -0.0019354839
103 43 0.0014754098
103 44 -0.0005
103 45 -0.0025423729
103 46 0.0010344828
103 47 -0.0010526316
103 48 0.0026785714
103 49 0.00054545455
103 50 -0.0016666667
103 51 0.0022641509
103 52 0
103 53 -0.0023529412
103 54 0.0018
103 55 -0.0006122449
103 56 -0.003125
103 57 0.0012765957
103 58 -0.0013043478
103 59 0.0033333333
103 60 0.00068181818
103 61 -0.0020930233
103 62 0.0028571429
103 63 0
103 64 -0.003
103 65 0.0023076923
103 66 -0.00078947368
103 67 -0.0040540541
103 68 0.0016666667
103 69 -0.0017142857
103 70 0.0044117647
103 71 0.00090909091
103 72 -0.0028125
103 73 0.0038709677
103 74 0
103 75 -0.004137931
103 76 0.0032142857
103 77 -0.0011111111
103 78 -0.0057692308
103 79 0.0024
103 80 -0.0025
103 81 0.0065217391
103 82 0.0013636364
103 83 -0.0042857143
103 84 0.006
103 85 0
103 86 -0.0066666667
103 87 0.0052941176
103 88 -0.001875
103 89 -0.01
103 90 0.0042857143
103 91 -0.0046153846
103 92 0.0125
103 93 0.0027272727
103 94 -0.009
103 95 0.013333333
103 96 0
103 97 -0.017142857
103 98 0.015
103 99 -0.006
103 100 -0.0375
103 101 0.02
103 102 -0.03
103 103 11
104 0 0
104 1 -0.0011538462
104 2 0.00087378641
104 3 -0.00029411765
104 4 -0.0014851485
104 5 0.0006
104 6 -0.00060606061
104 7 0.0015306122
104 8 0.00030927835
104 9 -0.0009375
104 10 0.0012631579
104 11 0
104 12 -0.0012903226
104 13 0.00097826087
104 14 -0.00032967033
104 15 -0.0016666667
104 16 0.0006741573
104 17 -0.00068181818
104 18 0.0017241379
104 19 0.00034883721
104 20 -0.0010588235
104 21 0.0014285714
104 22 0
104 23 -0.0014634146
104 24 0.0011111111
104 25 -0.000375
104 26 -0.0018987342
104 27 0.00076923077
104 28 -0.00077922078
104 29 0.0019736842
104 30 0.0004
104 31 -0.0012162162
104 32 0.0016438356
104 33 0
104 34 -0.0016901408
104 35 0.0012857143
104 36 -0.00043478261
104 37 -0.0022058824
104 38 0.00089552239
104 39 -0.00090909091
104 40 0.0023076923
104 41 0.00046875
104 42 -0.0014285714
104 43 0.0019354839
104 44 0
104 45 -0.002
104 46 0.0015254237
104 47 -0.00051724138
104 48 -0.0026315789
104 49 0.0010714286
104 50 -0.0010909091
104 51 0.0027777778
104 52 0.00056603774
104 53 -0.0017307692
104 54 0.0023529412
104 55 0
104 56 -0.0024489796
104 57 0.001875
104 58 -0.00063829787
104 59 -0.0032608696
104 60 0.0013333333
104 61 -0.0013636364
104 62 0.0034883721
104 63 0.00071428571
104 64 -0.002195122
104 65 0.003
104 66 0
104 67 -0.0031578947
104 68 0.0024324324
104 69 -0.00083333333
104 70 -0.0042857143
104 71 0.0017647059
104 72 -0.0018181818
104 73 0.0046875
104 74 0.00096774194
104 75 -0.003
104 76 0.004137931
104 77 0
104 78 -0.0044444444
104 79 0.0034615385
104 80 -0.0012
104 81 -0.00625
104 82 0.0026086957
104 83 -0.0027272727
104 84 0.0071428571
104 85 0.0015
104 86 -0.0047368421
104 87 0.0066666667
104 88 0
104 89 -0.0075
104 90 0.006
104 91 -0.0021428571
104 92 -0.011538462
104 93 0.005
104 94 -0.0054545455
104 95 0.015
104 96 0.0033333333
104 97 -0.01125
104 98 0.017142857
104 99 0
104 100 -0.024
104 101 0.0225
104 102 -0.01
104 103 -0.075
104 104 8
105 0 0.00028301887
105 1 -0.00085714286
105 2 0.0011538462
105 3 0
105 4 -0.0011764706
105 5 0.00089108911
105 6 -0.0003
105 7 -0.0015151515
105 8 0.0006122449
105 9 -0.0006185567
105 10 0.0015625
105 11 0.00031578947
105 12 -0.00095744681
105 13 0.0012903226
105 14 0
105 15 -0.0013186813
105 16 0.001
105 17 -0.00033707865
105 18 -0.0017045455
105 19 0.00068965517
105 20 -0.00069767442
105 21 0.0017647059
105 22 0.00035714286
105 23 -0.0010843373
105 24 0.0014634146
105 25 0
105 26 -0.0015
105 27 0.0011392405
105 28 -0.00038461538
105 29 -0.0019480519
105 30 0.00078947368
105 31 -0.0008
105 32 0.002027027
105 33 0.0004109589
105 34 -0.00125
105 35 0.0016901408
105 36 0
105 37 -0.0017391304
105 38 0.0013235294
105 39 -0.00044776119
105 40 -0.0022727273
105 41 0.00092307692
105 42 -0.0009375
105 43 0.0023809524
105 44 0.00048387097
105 45 -0.0014754098
105 46 0.002
105 47 0
105 48 -0.0020689655
105 49 0.0015789474
105 50 -0.00053571429
105 51 -0.0027272727
105 52 0.0011111111
105 53 -0.0011320755
105 54 0.0028846154
105 55 0.00058823529
105 56 -0.0018
105 57 0.0024489796
105 58 0
105 59 -0.0025531915
105 60 0.0019565217
105 61 -0.00066666667
105 62 -0.0034090909
105 63 0.0013953488
105 64 -0.0014285714
105 65 0.0036585366
105 66 0.00075
105 67 -0.0023076923
105 68 0.0031578947
105 69 0
105 70 -0.0033333333
105 71 0.0025714286
105 72 -0.00088235294
105 73 -0.0045454545
105 74 0.001875
105 75 -0.0019354839
105 76 0.005
105 77 0.0010344828
105 78 -0.0032142857
105 79 0.0044444444
105 80 0
105 81 -0.0048
105 82 0.00375
105 83 -0.0013043478
105 84 -0.0068181818
105 85 0.0028571429
105 86 -0.003
105 87 0.0078947368
105 88 0.0016666667
105 89 -0.0052941176
105 90 0.0075
105 91 0
105 92 -0.0085714286
105 93 0.0069230769
105 94 -0.0025
105 95 -0.013636364
105 96 0.006
105 97 -0.0066666667
105 98 0.01875
105 99 0.0042857143
105 100 -0.015
105 101 0.024
105 102 0
105 103 -0.04
105 104 0.045
105 105 8.25
106 0 0.00056074766
106 1 -0.00056603774
106 2 0.0014285714
106 3 0.00028846154
106 4 -0.00087378641
106 5 0.0011764706
106 6 0
106 7 -0.0012
106 8 0.00090909091
106 9 -0.00030612245
106 10 -0.0015463918
106 11 0.000625
106 12 -0.00063157895
106 13 0.0015957447
106 14 0.00032258065
106 15 -0.00097826087
106 16 0.0013186813
106 17 0
106 18 -0.0013483146
106 19 0.0010227273
106 20 -0.00034482759
106 21 -0.001744186
106 22 0.00070588235
106 23 -0.00071428571
106 24 0.0018072289
106 25 0.00036585366
106 26 -0.0011111111
106 27 0.0015
106 28 0
106 29 -0.0015384615
106 30 0.0011688312
106 31 -0.00039473684
106 32 -0.002
106 33 0.00081081081
106 34 -0.00082191781
106 35 0.0020833333
106 36 0.00042253521
106 37 -0.0012857143
106 38 0.0017391304
106 39 0
106 40 -0.0017910448
106 41 0.0013636364
106 42 -0.00046153846
106 43 -0.00234375
106 44 0.00095238095
106 45 -0.00096774194
106 46 0.0024590164
106 47 0.0005
106 48 -0.0015254237
106 49 0.0020689655
106 50 0
106 51 -0.0021428571
106 52 0.0016363636
106 53 -0.00055555556
106 54 -0.0028301887
106 55 0.0011538462
106 56 -0.0011764706
106 57 0.003
106 58 0.0006122449
106 59 -0.001875
106 60 0.0025531915
106 61 0
106 62 -0.0026666667
106 63 0.0020454545
106 64 -0.00069767442
106 65 -0.0035714286
106 66 0.0014634146
106 67 -0.0015
106 68 0.0038461538
106 69 0.00078947368
106 70 -0.0024324324
106 71 0.0033333333
106 72 0
106 73 -0.0035294118
106 74 0.0027272727
106 75 -0.0009375
106 76 -0.0048387097
106 77 0.002
106 78 -0.0020689655
106 79 0.0053571429
106 80 0.0011111111
106 81 -0.0034615385
106 82 0.0048
106 83 0
106 84 -0.0052173913
106 85 0.0040909091
106 86 -0.0014285714
106 87 -0.0075
106 88 0.0031578947
106 89 -0.0033333333
106 90 0.0088235294
106 91 0.001875
106 92 -0.006
106 93 0.0085714286
106 94 0
106 95 -0.01
106 96 0.0081818182
106 97 -0.003
106 98 -0.016666667
106 99 0.0075
106 100 -0.0085714286
106 101 0.025
106 102 0.006
106 103 -0.0225
106 104 0.04
106 105 0
106 106 8.5
107 0 0.00083333333
107 1 -0.00028037383
107 2 -0.0014150943
107 3 0.00057142857
107 4 -0.00057692308
107 5 0.0014563107
107 6 0.00029411765
107 7 -0.00089108911
107 8 0.0012
107 9 0
107 10 -0.0012244898
107 11 0.00092783505
107 12 -0.0003125
107 13 -0.0015789474
107 14 0.00063829787
107 15 -0.00064516129
107 16 0.0016304348
107 17 0.00032967033
107 18 -0.001
107 19 0.0013483146
107 20 0
107 21 -0.0013793103
107 22 0.0010465116
107 23 -0.00035294118
107 24 -0.0017857143
107 25 0.00072289157
107 26 -0.00073170732
107 27 0.0018518519
107 28 0.000375
107 29 -0.0011392405
107 30 0.0015384615
107 31 0
107 32 -0.0015789474
107 33 0.0012
107 34 -0.00040540541
107 35 -0.0020547945
107 36 0.00083333333
107 37 -0.00084507042
107 38 0.0021428571
107 39 0.00043478261
107 40 -0.0013235294
107 41 0.0017910448
107 42 0
107 43 -0.0018461538
107 44 0.00140625
107 45 -0.00047619048
107 46 -0.0024193548
107 47 0.00098360656
107 48 -0.001
107 49 0.0025423729
107 50 0.00051724138
107 51 -0.0015789474
107 52 0.0021428571
107 53 0
107 54 -0.0022222222
107 55 0.0016981132
107 56 -0.00057692308
107 57 -0.0029411765
107 58 0.0012
107 59 -0.0012244898
107 60 0.003125
107 61 0.00063829787
107 62 -0.0019565217
107 63 0.0026666667
107 64 0
107 65 -0.0027906977
107 66 0.0021428571
107 67 -0.00073170732
107 68 -0.00375
107 69 0.0015384615
107 70 -0.0015789474
107 71 0.0040540541
107 72 0.00083333333
107 73 -0.0025714286
107 74 0.0035294118
107 75 0
107 76 -0.00375
107 77 0.0029032258
107 78 -0.001
107 79 -0.0051724138
107 80 0.0021428571
107 81 -0.0022222222
107 82 0.0057692308
107 83 0.0012
107 84 -0.00375
107 85 0.0052173913
107 86 0
107 87 -0.0057142857
107 88 0.0045
107 89 -0.0015789474
107 90 -0.0083333333
107 91 0.0035294118
107 92 -0.00375
107 93 0.01
107 94 0.0021428571
107 95 -0.0069230769
107 96 0.01
107 97 0
107 98 -0.012
107 99 0.01
107 100 -0.00375
107 101 -0.021428571
107 102 0.01
107 103 -0.012
107 104 0.0375
107 105 0.01
107 106 -0.045
107 107 8.75
108 0 0.0011009174
108 1 0
108 2 -0.0011214953
108 3 0.0008490566
108 4 -0.00028571429
108 5 -0.0014423077
108 6 0.00058252427
108 7 -0.00058823529
108 8 0.0014851485
108 9 0.0003
108 10 -0.00090909091
108 11 0.0012244898
108 12 0
108 13 -0.00125
108 14 0.00094736842
108 15 -0.00031914894
108 16 -0.0016129032
108 17 0.00065217391
108 18 -0.00065934066
108 19 0.0016666667
108 20 0.00033707865
108 21 -0.0010227273
108 22 0.0013793103
108 23 0
108 24 -0.0014117647
108 25 0.0010714286
108 26 -0.00036144578
108 27 -0.0018292683
108 28 0.00074074074
108 29 -0.00075
108 30 0.0018987342
108 31 0.00038461538
108 32 -0.0011688312
108 33 0.0015789474
108 34 0
108 35 -0.0016216216
108 36 0.0012328767
108 37 -0.00041666667
108 38 -0.0021126761
108 39 0.00085714286
108 40 -0.00086956522
108 41 0.0022058824
108 42 0.00044776119
108 43 -0.0013636364
108 44 0.0018461538
108 45 0
108 46 -0.0019047619
108 47 0.0014516129
108 48 -0.00049180328
108 49 -0.0025
108 50 0.0010169492
108 51 -0.0010344828
108 52 0.0026315789
108 53 0.00053571429
108 54 -0.0016363636
108 55 0.0022222222
108 56 0
108 57 -0.0023076923
108 58 0.0017647059
108 59 -0.0006
108 60 -0.0030612245
108 61 0.00125
108 62 -0.0012765957
108 63 0.0032608696
108 64 0.00066666667
108 65 -0.0020454545
108 66 0.0027906977
108 67 0
108 68 -0.0029268293
108 69 0.00225
108 70 -0.00076923077
108 71 -0.0039473684
108 72 0.0016216216
108 73 -0.0016666667
108 74 0.0042857143
108 75 0.00088235294
108 76 -0.0027272727
108 77 0.00375
108 78 0
108 79 -0.004
108 80 0.0031034483
108 81 -0.0010714286
108 82 -0.0055555556
108 83 0.0023076923
108 84 -0.0024
108 85 0.00625
108 86 0.0013043478
108 87 -0.0040909091
108 88 0.0057142857
108 89 0
108 90 -0.0063157895
108 91 0.005
108 92 -0.0017647059
108 93 -0.009375
108 94 0.004
108 95 -0.0042857143
108 96 0.011538462
108 97 0.0025
108 98 -0.0081818182
108 99 0.012
108 100 0
108 101 -0.015
108 102 0.012857143
108 103 -0.005
108 104 -0.03
108 105 0.015
108 106 -0.02
108 107 0.075
108 108 9
109 0 0.0013636364
109 1 0.00027522936
109 2 -0.00083333333
109 3 0.0011214953
109 4 0
109 5 -0.0011428571
109 6 0.00086538462
109 7 -0.00029126214
109 8 -0.0014705882
109 9 0.00059405941
109 10 -0.0006
109 11 0.0015151515
109 12 0.00030612245
109 13 -0.00092783505
109 14 0.00125
109 15 0
109 16 -0.0012765957
109 17 0.00096774194
109 18 -0.00032608696
109 19 -0.0016483516
109 20 0.00066666667
109 21 -0.0006741573
109 22 0.0017045455
109 23 0.00034482759
109 24 -0.0010465116
109 25 0.0014117647
109 26 0
109 27 -0.0014457831
109 28 0.001097561
109 29 -0.00037037037
109 30 -0.001875
109 31 0.00075949367
109 32 -0.00076923077
109 33 0.0019480519
109 34 0.00039473684
109 35 -0.0012
109 36 0.0016216216
109 37 0
109 38 -0.0016666667
109 39 0.0012676056
109 40 -0.00042857143
109 41 -0.002173913
109 42 0.00088235294
109 43 -0.00089552239
109 44 0.0022727273
109 45 0.00046153846
109 46 -0.00140625
109 47 0.0019047619
109 48 0
109 49 -0.0019672131
109 50 0.0015
109 51 -0.00050847458
109 52 -0.0025862069
109 53 0.0010526316
109 54 -0.0010714286
109 55 0.0027272727
109 56 0.00055555556
109 57 -0.0016981132
109 58 0.0023076923
109 59 0
109 60 -0.0024
109 61 0.0018367347
109 62 -0.000625
109 63 -0.0031914894
109 64 0.0013043478
109 65 -0.0013333333
109 66 0.0034090909
109 67 0.00069767442
109 68 -0.0021428571
109 69 0.0029268293
109 70 0
109 71 -0.0030769231
109 72 0.0023684211
109 73 -0.00081081081
109 74 -0.0041666667
109 75 0.0017142857
109 76 -0.0017647059
109 77 0.0045454545
109 78 0.0009375
109 79 -0.0029032258
109 80 0.004
109 81 0
109 82 -0.0042857143
109 83 0.0033333333
109 84 -0.0011538462
109 85 -0.006
109 86 0.0025
109 87 -0.0026086957
109 88 0.0068181818
109 89 0.0014285714
109 90 -0.0045
109 91 0.0063157895
109 92 0
109 93 -0.0070588235
109 94 0.005625
109 95 -0.002
109 96 -0.010714286
109 97 0.0046153846
109 98 -0.005
109 99 0.013636364
109 100 0.003
109 101 -0.01
109 102 0.015
109 103 0
109 104 -0.02
109 105 0.018
109 106 -0.0075
109 107 -0.05
109 108 0.03
109 109 9.25
110 0 -0.0013513514
110 1 0.00054545455
110 2 -0.00055045872
110 3 0.0013888889
110 4 0.00028037383
110 5 -0.0008490566
110 6 0.0011428571
110 7 0
110 8 -0.0011650485
110 9 0.00088235294
110 10 -0.0002970297
110 11 -0.0015
110 12 0.00060606061
110 13 -0.0006122449
110 14 0.0015463918
110 15 0.0003125
110 16 -0.00094736842
110 17 0.0012765957
110 18 0
110 19 -0.0013043478
110 20 0.00098901099
110 21 -0.00033333333
110 22 -0.0016853933
110 23 0.00068181818
110 24 -0.00068965517
110 25 0.001744186
110 26 0.00035294118
110 27 -0.0010714286
110 28 0.0014457831
110 29 0
110 30 -0.0014814815
110 31 0.001125
110 32 -0.00037974684
110 33 -0.0019230769
110 34 0.00077922078
110 35 -0.00078947368
110 36 0.002
110 37 0.00040540541
110 38 -0.0012328767
110 39 0.0016666667
110 40 0
110 41 -0.0017142857
110 42 0.0013043478
110 43 -0.00044117647
110 44 -0.002238806
110 45 0.00090909091
110 46 -0.00092307692
110 47 0.00234375
110 48 0.00047619048
110 49 -0.0014516129
110 50 0.0019672131
110 51 0
110 52 -0.0020338983
110 53 0.0015517241
110 54 -0.00052631579
110 55 -0.0026785714
110 56 0.0010909091
110 57 -0.0011111111
110 58 0.0028301887
110 59 0.00057692308
110 60 -0.0017647059
110 61 0.0024
110 62 0
110 63 -0.0025
110 64 0.0019148936
110 65 -0.00065217391
110 66 -0.0033333333
110 67 0.0013636364
110 68 -0.0013953488
110 69 0.0035714286
110 70 0.00073170732
110 71 -0.00225
110 72 0.0030769231
110 73 0
110 74 -0.0032432432
110 75 0.0025
110 76 -0.00085714286
110 77 -0.0044117647
110 78 0.0018181818
110 79 -0.001875
110 80 0.0048387097
110 81 0.001
110 82 -0.0031034483
110 83 0.0042857143
110 84 0
110 85 -0.0046153846
110 86 0.0036
110 87 -0.00125
110 88 -0.0065217391
110 89 0.0027272727
110 90 -0.0028571429
110 91 0.0075
110 92 0.0015789474
110 93 -0.005
110 94 0.0070588235
110 95 0
110 96 -0.008
110 97 0.0064285714
110 98 -0.0023076923
110 99 -0.0125
110 100 0.0054545455
110 101 -0.006
110 102 0.016666667
110 103 0.00375
110 104 -0.012857143
110 105 0.02
110 106 0
110 107 -0.03
110 108 0.03
110 109 -0.015
110 110 9.5
111 0 -0.0010714286
111 1 0.00081081081
111 2 -0.00027272727
111 3 -0.0013761468
111 4 0.00055555556
111 5 -0.00056074766
111 6 0.0014150943
111 7 0.00028571429
111 8 -0.00086538462
111 9 0.0011650485
111 10 0
111 11 -0.0011881188
111 12 0.0009
111 13 -0.0003030303
111 14 -0.0015306122
111 15 0.0006185567
111 16 -0.000625
111 17 0.0015789474
111 18 0.00031914894
111 19 -0.00096774194
111 20 0.0013043478
111 21 0
111 22 -0.0013333333
111 23 0.001011236
111 24 -0.00034090909
111 25 -0.0017241379
111 26 0.00069767442
111 27 -0.00070588235
111 28 0.0017857143
111 29 0.00036144578
111 30 -0.001097561
111 31 0.0014814815
111 32 0
111 33 -0.0015189873
111 34 0.0011538462
111 35 -0.00038961039
111 36 -0.0019736842
111 37 0.0008
111 38 -0.00081081081
111 39 0.0020547945
111 40 0.00041666667
111 41 -0.0012676056
111 42 0.0017142857
111 43 0
111 44 -0.0017647059
111 45 0.0013432836
111 46 -0.00045454545
111 47 -0.0023076923
111 48 0.0009375
111 49 -0.00095238095
111 50 0.0024193548
111 51 0.00049180328
111 52 -0.0015
111 53 0.0020338983
111 54 0
111 55 -0.0021052632
111 56 0.0016071429
111 57 -0.00054545455
111 58 -0.0027777778
111 59 0.0011320755
111 60 -0.0011538462
111 61 0.0029411765
111 62 0.0006
111 63 -0.0018367347
111 64 0.0025
111 65 0
111 66 -0.0026086957
111 67 0.002
111 68 -0.00068181818
111 69 -0.0034883721
111 70 0.0014285714
111 71 -0.0014634146
111 72 0.00375
111 73 0.00076923077
111 74 -0.0023684211
111 75 0.0032432432
111 76 0
111 77 -0.0034285714
111 78 0.0026470588
111 79 -0.00090909091
111 80 -0.0046875
111 81 0.0019354839
111 82 -0.002
111 83 0.0051724138
111 84 0.0010714286
111 85 -0.0033333333
111 86 0.0046153846
111 87 0
111 88 -0.005
111 89 0.0039130435
111 90 -0.0013636364
111 91 -0.0071428571
111 92 0.003
111 93 -0.0031578947
111 94 0.0083333333
111 95 0.0017647059
111 96 -0.005625
111 97 0.008
111 98 0
111 99 -0.0092307692
111 100 0.0075
111 101 -0.0027272727
111 102 -0.015
111 103 0.0066666667
111 104 -0.0075
111 105 0.021428571
111 106 0.005
111 107 -0.018
111 108 0.03
111 109 0
111 110 -0.06
111 111 9.75
112 0 -0.00079646018
112 1 0.0010714286
112 2 0
112 3 -0.0010909091
112 4 0.00082568807
112 5 -0.00027777778
112 6 -0.0014018692
112 7 0.00056603774
112 8 -0.00057142857
112 9 0.0014423077
112 10 0.00029126214
112 11 -0.00088235294
112 12 0.0011881188
112 13 0
112 14 -0.0012121212
112 15 0.00091836735
112 16 -0.00030927835
112 17 -0.0015625
112 18 0.00063157895
112 19 -0.00063829787
112 20 0.0016129032
112 21 0.00032608696
112 22 -0.00098901099
112 23 0.0013333333
112 24 0
112 25 -0.0013636364
112 26 0.0010344828
112 27 -0.00034883721
112 28 -0.0017647059
112 29 0.00071428571
112 30 -0.00072289157
112 31 0.0018292683
112 32 0.00037037037
112 33 -0.001125
112 34 0.0015189873
112 35 0
112 36 -0.0015584416
112 37 0.0011842105
112 38 -0.0004
112 39 -0.002027027
112 40 0.00082191781
112 41 -0.00083333333
112 42 0.0021126761
112 43 0.00042857143
112 44 -0.0013043478
112 45 0.0017647059
112 46 0
112 47 -0.0018181818
112 48 0.0013846154
112 49 -0.00046875
112 50 -0.0023809524
112 51 0.00096774194
112 52 -0.00098360656
112 53 0.0025
112 54 0.00050847458
112 55 -0.0015517241
112 56 0.0021052632
112 57 0
112 58 -0.0021818182
112 59 0.0016666667
112 60 -0.00056603774
112 61 -0.0028846154
112 62 0.0011764706
112 63 -0.0012
112 64 0.0030612245
112 65 0.000625
112 66 -0.0019148936
112 67 0.0026086957
112 68 0
112 69 -0.0027272727
112 70 0.0020930233
112 71 -0.00071428571
112 72 -0.0036585366
112 73 0.0015
112 74 -0.0015384615
112 75 0.0039473684
112 76 0.00081081081
112 77 -0.0025
112 78 0.0034285714
112 79 0
112 80 -0.0036363636
112 81 0.0028125
112 82 -0.00096774194
112 83 -0.005
112 84 0.0020689655
112 85 -0.0021428571
112 86 0.0055555556
112 87 0.0011538462
112 88 -0.0036
112 89 0.005
112 90 0
112 91 -0.0054545455
112 92 0.0042857143
112 93 -0.0015
112 94 -0.0078947368
112 95 0.0033333333
112 96 -0.0035294118
112 97 0.009375
112 98 0.002
112 99 -0.0064285714
112 100 0.0092307692
112 101 0
112 102 -0.010909091
112 103 0.009
112 104 -0.0033333333
112 105 -0.01875
112 106 0.0085714286
112 107 -0.01
112 108 0.03
112 109 0.0075
112 110 -0.03
112 111 0.06
112 112 10
113 0 -0.00052631579
113 1 0.0013274336
113 2 0.00026785714
113 3 -0.00081081081
113 4 0.0010909091
113 5 0
113 6 -0.0011111111
113 7 0.0008411215
113 8 -0.00028301887
113 9 -0.0014285714
113 10 0.00057692308
113 11 -0.00058252427
113 12 0.0014705882
113 13 0.0002970297
113 14 -0.0009
113 15 0.0012121212
113 16 0
113 17 -0.0012371134
113 18 0.0009375
113 19 -0.00031578947
113 20 -0.0015957447
113 21 0.00064516129
113 22 -0.00065217391
113 23 0.0016483516
113 24 0.00033333333
113 25 -0.001011236
113 26 0.0013636364
113 27 0
113 28 -0.0013953488
113 29 0.0010588235
113 30 -0.00035714286
113 31 -0.0018072289
113 32 0.00073170732
113 33 -0.00074074074
113 34 0.001875
113 35 0.00037974684
113 36 -0.0011538462
113 37 0.0015584416
113 38 0
113 39 -0.0016
113 40 0.0012162162
113 41 -0.0004109589
113 42 -0.0020833333
113 43 0.00084507042
113 44 -0.00085714286
113 45 0.002173913
113 46 0.00044117647
113 47 -0.0013432836
113 48 0.0018181818
113 49 0
113 50 -0.001875
113 51 0.0014285714
113 52 -0.00048387097
113 53 -0.0024590164
113 54 0.001
113 55 -0.0010169492
113 56 0.0025862069
113 57 0.00052631579
113 58 -0.0016071429
113 59 0.0021818182
113 60 0
113 61 -0.0022641509
113 62 0.0017307692
113 63 -0.00058823529
113 64 -0.003
113 65 0.0012244898
113 66 -0.00125
113 67 0.0031914894
113 68 0.00065217391
113 69 -0.002
113 70 0.0027272727
113 71 0
113 72 -0.0028571429
113 73 0.002195122
113 74 -0.00075
113 75 -0.0038461538
113 76 0.0015789474
113 77 -0.0016216216
113 78 0.0041666667
113 79 0.00085714286
113 80 -0.0026470588
113 81 0.0036363636
113 82 0
113 83 -0.0038709677
113 84 0.003
113 85 -0.0010344828
113 86 -0.0053571429
113 87 0.0022222222
113 88 -0.0023076923
113 89 0.006
113 90 0.00125
113 91 -0.0039130435
113 92 0.0054545455
113 93 0
113 94 -0.006
113 95 0.0047368421
113 96 -0.0016666667
113 97 -0.0088235294
113 98 0.00375
113 99 -0.004
113 100 0.010714286
113 101 0.0023076923
113 102 -0.0075
113 103 0.010909091
113 104 0
113 105 -0.013333333
113 106 0.01125
113 107 -0.0042857143
113 108 -0.025
113 109 0.012
113 110 -0.015
113 111 0.05
113 112 0.015
113 113 10.25
114 0 -0.00026086957
114 1 -0.0013157895
114 2 0.00053097345
114 3 -0.00053571429
114 4 0.0013513514
114 5 0.00027272727
114 6 -0.00082568807
114 7 0.0011111111
114 8 0
114 9 -0.0011320755
114 10 0.00085714286
114 11 -0.00028846154
114 12 -0.0014563107
114 13 0.00058823529
114 14 -0.00059405941
114 15 0.0015
114 16 0.0003030303
114 17 -0.00091836735
114 18 0.0012371134
114 19 0
114 20 -0.0012631579
114 21 0.00095744681
114 22 -0.00032258065
114 23 -0.0016304348
114 24 0.00065934066
114 25 -0.00066666667
114 26 0.0016853933
114 27 0.00034090909
114 28 -0.0010344828
114 29 0.0013953488
114 30 0
114 31 -0.0014285714
114 32 0.0010843373
114 33 -0.00036585366
114 34 -0.0018518519
114 35 0.00075
114 36 -0.00075949367
114 37 0.0019230769
114 38 0.00038961039
114 39 -0.0011842105
114 40 0.0016
114 41 0
114 42 -0.0016438356
114 43 0.00125
114 44 -0.00042253521
114 45 -0.0021428571
114 46 0.00086956522
114 47 -0.00088235294
114 48 0.002238806
114 49 0.00045454545
114 50 -0.0013846154
114 51 0.001875
114 52 0
114 53 -0.0019354839
114 54 0.0014754098
114 55 -0.0005
114 56 -0.0025423729
114 57 0.0010344828
114 58 -0.0010526316
114 59 0.0026785714
114 60 0.00054545455
114 61 -0.0016666667
114 62 0.0022641509
114 63 0
114 64 -0.0023529412
114 65 0.0018
114 66 -0.0006122449
114 67 -0.003125
114 68 0.0012765957
114 69 -0.0013043478
114 70 0.0033333333
114 71 0.00068181818
114 72 -0.0020930233
114 73 0.0028571429
114 74 0
114 75 -0.003
114 76 0.0023076923
114 77 -0.00078947368
114 78 -0.0040540541
114 79 0.0016666667
114 80 -0.0017142857
114 81 0.0044117647
114 82 0.00090909091
114 83 -0.0028125
114 84 0.0038709677
114 85 0
114 86 -0.004137931
114 87 0.0032142857
114 88 -0.0011111111
114 89 -0.0057692308
114 90 0.0024
114 91 -0.0025
114 92 0.0065217391
114 93 0.0013636364
114 94 -0.0042857143
114 95 0.006
114 96 0
114 97 -0.0066666667
114 98 0.0052941176
114 99 -0.001875
114 100 -0.01
114 101 0.0042857143
114 102 -0.0046153846
114 103 0.0125
114 104 0.0027272727
114 105 -0.009
114 106 0.013333333
114 107 0
114 108 -0.017142857
114 109 0.015
114 110 -0.006
114 111 -0.0375
114 112 0.02
114 113 -0.03
114 114 10.5
115 0 0
115 1 -0.0010434783
